,cell_type,sex,ann_finest_level,count
3966,vein endothelial cell,male,Suprabasal,0
3967,vein endothelial cell,male,Hillock-like,0
3968,vein endothelial cell,male,Deuterosomal,0
3969,vein endothelial cell,male,Multiciliated (nasal),0
3970,vein endothelial cell,male,Multiciliated (non-nasal),0
3971,vein endothelial cell,male,Club (non-nasal),0
3972,vein endothelial cell,male,Club (nasal),0
3973,vein endothelial cell,male,Goblet (nasal),0
3974,vein endothelial cell,male,Goblet (bronchial),0
3975,vein endothelial cell,male,Goblet (subsegmental),0
3976,vein endothelial cell,male,AT0,0
3977,vein endothelial cell,male,pre-TB secretory,0
3978,vein endothelial cell,male,Ionocyte,0
3979,vein endothelial cell,male,Tuft,0
3980,vein endothelial cell,male,Neuroendocrine,0
3981,vein endothelial cell,male,SMG serous (nasal),0
3982,vein endothelial cell,male,SMG serous (bronchial),0
3983,vein endothelial cell,male,SMG mucous,0
3984,vein endothelial cell,male,SMG duct,0
3985,vein endothelial cell,male,AT1,0
3986,vein endothelial cell,male,AT2,0
3987,vein endothelial cell,male,AT2 proliferating,0
3988,vein endothelial cell,male,EC arterial,0
3989,vein endothelial cell,male,EC aerocyte capillary,0
3990,vein endothelial cell,male,EC general capillary,0
3991,vein endothelial cell,male,EC venous systemic,3612
3992,vein endothelial cell,male,EC venous pulmonary,5118
3993,vein endothelial cell,male,Lymphatic EC mature,0
3994,vein endothelial cell,male,Lymphatic EC proliferating,0
3995,vein endothelial cell,male,Lymphatic EC differentiating,0
3996,vein endothelial cell,male,Peribronchial fibroblasts,0
3997,vein endothelial cell,male,Adventitial fibroblasts,0
3998,vein endothelial cell,male,Alveolar fibroblasts,0
3999,vein endothelial cell,male,Pericytes,0
4000,vein endothelial cell,male,Subpleural fibroblasts,0
4001,vein endothelial cell,male,Myofibroblasts,0
4002,vein endothelial cell,male,Smooth muscle,0
4003,vein endothelial cell,male,Smooth muscle FAM83D+,0
4004,vein endothelial cell,male,SM activated stress response,0
4005,vein endothelial cell,male,Mesothelium,0
4006,vein endothelial cell,male,Hematopoietic stem cells,0
4007,vein endothelial cell,male,B cells,0
4008,vein endothelial cell,male,Plasma cells,0
4009,vein endothelial cell,male,CD4 T cells,0
4010,vein endothelial cell,male,CD8 T cells,0
4011,vein endothelial cell,male,T cells proliferating,0
4012,vein endothelial cell,male,NK cells,0
4013,vein endothelial cell,male,DC1,0
4014,vein endothelial cell,male,DC2,0
4015,vein endothelial cell,male,Migratory DCs,0
4016,vein endothelial cell,male,Plasmacytoid DCs,0
4017,vein endothelial cell,male,Alveolar macrophages,0
4018,vein endothelial cell,male,Alveolar Mph CCL3+,0
4019,vein endothelial cell,male,Alveolar Mph MT-positive,0
4020,vein endothelial cell,male,Alveolar Mph proliferating,0
4021,vein endothelial cell,male,Monocyte-derived Mph,0
4022,vein endothelial cell,male,Interstitial Mph perivascular,0
4023,vein endothelial cell,male,Classical monocytes,0
4024,vein endothelial cell,male,Non-classical monocytes,0
4025,vein endothelial cell,male,Mast cells,0
4026,epithelial cell of lower respiratory tract,female,Basal resting,0
4027,epithelial cell of lower respiratory tract,female,Suprabasal,0
4028,epithelial cell of lower respiratory tract,female,Hillock-like,0
4029,epithelial cell of lower respiratory tract,female,Deuterosomal,0
4030,epithelial cell of lower respiratory tract,female,Multiciliated (nasal),0
4031,epithelial cell of lower respiratory tract,female,Multiciliated (non-nasal),0
4032,epithelial cell of lower respiratory tract,female,Club (non-nasal),0
4033,epithelial cell of lower respiratory tract,female,Club (nasal),0
4034,epithelial cell of lower respiratory tract,female,Goblet (nasal),0
4035,epithelial cell of lower respiratory tract,female,Goblet (bronchial),0
4036,epithelial cell of lower respiratory tract,female,Goblet (subsegmental),0
4037,epithelial cell of lower respiratory tract,female,AT0,0
4038,epithelial cell of lower respiratory tract,female,pre-TB secretory,960
4039,epithelial cell of lower respiratory tract,female,Ionocyte,0
4040,epithelial cell of lower respiratory tract,female,Tuft,0
4041,epithelial cell of lower respiratory tract,female,Neuroendocrine,0
4042,epithelial cell of lower respiratory tract,female,SMG serous (nasal),0
4043,epithelial cell of lower respiratory tract,female,SMG serous (bronchial),0
4044,epithelial cell of lower respiratory tract,female,SMG mucous,0
4045,epithelial cell of lower respiratory tract,female,SMG duct,0
4046,epithelial cell of lower respiratory tract,female,AT1,0
4047,epithelial cell of lower respiratory tract,female,AT2,0
4048,epithelial cell of lower respiratory tract,female,AT2 proliferating,0
4049,epithelial cell of lower respiratory tract,female,EC arterial,0
4050,epithelial cell of lower respiratory tract,female,EC aerocyte capillary,0
4051,epithelial cell of lower respiratory tract,female,EC general capillary,0
4052,epithelial cell of lower respiratory tract,female,EC venous systemic,0
4053,epithelial cell of lower respiratory tract,female,EC venous pulmonary,0
4054,epithelial cell of lower respiratory tract,female,Lymphatic EC mature,0
4055,epithelial cell of lower respiratory tract,female,Lymphatic EC proliferating,0
4056,epithelial cell of lower respiratory tract,female,Lymphatic EC differentiating,0
4057,epithelial cell of lower respiratory tract,female,Peribronchial fibroblasts,0
4058,epithelial cell of lower respiratory tract,female,Adventitial fibroblasts,0
4059,epithelial cell of lower respiratory tract,female,Alveolar fibroblasts,0
4060,epithelial cell of lower respiratory tract,female,Pericytes,0
4061,epithelial cell of lower respiratory tract,female,Subpleural fibroblasts,0
4062,epithelial cell of lower respiratory tract,female,Myofibroblasts,0
4063,epithelial cell of lower respiratory tract,female,Smooth muscle,0
4064,epithelial cell of lower respiratory tract,female,Smooth muscle FAM83D+,0
4065,epithelial cell of lower respiratory tract,female,SM activated stress response,0
4066,epithelial cell of lower respiratory tract,female,Mesothelium,0
4067,epithelial cell of lower respiratory tract,female,Hematopoietic stem cells,0
4068,epithelial cell of lower respiratory tract,female,B cells,0
4069,epithelial cell of lower respiratory tract,female,Plasma cells,0
4070,epithelial cell of lower respiratory tract,female,CD4 T cells,0
4071,epithelial cell of lower respiratory tract,female,CD8 T cells,0
4072,epithelial cell of lower respiratory tract,female,T cells proliferating,0
4073,epithelial cell of lower respiratory tract,female,NK cells,0
4074,epithelial cell of lower respiratory tract,female,DC1,0
4075,epithelial cell of lower respiratory tract,female,DC2,0
4076,epithelial cell of lower respiratory tract,female,Migratory DCs,0
4077,epithelial cell of lower respiratory tract,female,Plasmacytoid DCs,0
4078,epithelial cell of lower respiratory tract,female,Alveolar macrophages,0
4079,epithelial cell of lower respiratory tract,female,Alveolar Mph CCL3+,0
4080,epithelial cell of lower respiratory tract,female,Alveolar Mph MT-positive,0
4081,epithelial cell of lower respiratory tract,female,Alveolar Mph proliferating,0
4082,epithelial cell of lower respiratory tract,female,Monocyte-derived Mph,0
4083,epithelial cell of lower respiratory tract,female,Interstitial Mph perivascular,0
4084,epithelial cell of lower respiratory tract,female,Classical monocytes,0
4085,epithelial cell of lower respiratory tract,female,Non-classical monocytes,0
4086,epithelial cell of lower respiratory tract,female,Mast cells,0
4087,epithelial cell of lower respiratory tract,male,Basal resting,0
4088,epithelial cell of lower respiratory tract,male,Suprabasal,0
4089,epithelial cell of lower respiratory tract,male,Hillock-like,0
4090,epithelial cell of lower respiratory tract,male,Deuterosomal,0
4091,epithelial cell of lower respiratory tract,male,Multiciliated (nasal),0
4092,epithelial cell of lower respiratory tract,male,Multiciliated (non-nasal),0
4093,epithelial cell of lower respiratory tract,male,Club (non-nasal),0
4094,epithelial cell of lower respiratory tract,male,Club (nasal),0
4095,epithelial cell of lower respiratory tract,male,Goblet (nasal),0
4096,epithelial cell of lower respiratory tract,male,Goblet (bronchial),0
4097,epithelial cell of lower respiratory tract,male,Goblet (subsegmental),0
4098,epithelial cell of lower respiratory tract,male,AT0,0
4099,epithelial cell of lower respiratory tract,male,pre-TB secretory,3433
4100,epithelial cell of lower respiratory tract,male,Ionocyte,0
4101,epithelial cell of lower respiratory tract,male,Tuft,0
4102,epithelial cell of lower respiratory tract,male,Neuroendocrine,0
4103,epithelial cell of lower respiratory tract,male,SMG serous (nasal),0
4104,epithelial cell of lower respiratory tract,male,SMG serous (bronchial),0
4105,epithelial cell of lower respiratory tract,male,SMG mucous,0
4106,epithelial cell of lower respiratory tract,male,SMG duct,0
4107,epithelial cell of lower respiratory tract,male,AT1,0
4108,epithelial cell of lower respiratory tract,male,AT2,0
4109,epithelial cell of lower respiratory tract,male,AT2 proliferating,0
4110,epithelial cell of lower respiratory tract,male,EC arterial,0
4111,epithelial cell of lower respiratory tract,male,EC aerocyte capillary,0
4112,epithelial cell of lower respiratory tract,male,EC general capillary,0
4113,epithelial cell of lower respiratory tract,male,EC venous systemic,0
4114,epithelial cell of lower respiratory tract,male,EC venous pulmonary,0
4115,epithelial cell of lower respiratory tract,male,Lymphatic EC mature,0
4116,epithelial cell of lower respiratory tract,male,Lymphatic EC proliferating,0
4117,epithelial cell of lower respiratory tract,male,Lymphatic EC differentiating,0
4118,epithelial cell of lower respiratory tract,male,Peribronchial fibroblasts,0
4119,epithelial cell of lower respiratory tract,male,Adventitial fibroblasts,0
4120,epithelial cell of lower respiratory tract,male,Alveolar fibroblasts,0
4121,epithelial cell of lower respiratory tract,male,Pericytes,0
4122,epithelial cell of lower respiratory tract,male,Subpleural fibroblasts,0
4123,epithelial cell of lower respiratory tract,male,Myofibroblasts,0
4124,epithelial cell of lower respiratory tract,male,Smooth muscle,0
4125,epithelial cell of lower respiratory tract,male,Smooth muscle FAM83D+,0
4126,epithelial cell of lower respiratory tract,male,SM activated stress response,0
4127,epithelial cell of lower respiratory tract,male,Mesothelium,0
4128,epithelial cell of lower respiratory tract,male,Hematopoietic stem cells,0
4129,epithelial cell of lower respiratory tract,male,B cells,0
4130,epithelial cell of lower respiratory tract,male,Plasma cells,0
4131,epithelial cell of lower respiratory tract,male,CD4 T cells,0
4132,epithelial cell of lower respiratory tract,male,CD8 T cells,0
4133,epithelial cell of lower respiratory tract,male,T cells proliferating,0
4134,epithelial cell of lower respiratory tract,male,NK cells,0
4135,epithelial cell of lower respiratory tract,male,DC1,0
4136,epithelial cell of lower respiratory tract,male,DC2,0
4137,epithelial cell of lower respiratory tract,male,Migratory DCs,0
4138,epithelial cell of lower respiratory tract,male,Plasmacytoid DCs,0
4139,epithelial cell of lower respiratory tract,male,Alveolar macrophages,0
4140,epithelial cell of lower respiratory tract,male,Alveolar Mph CCL3+,0
4141,epithelial cell of lower respiratory tract,male,Alveolar Mph MT-positive,0
4142,epithelial cell of lower respiratory tract,male,Alveolar Mph proliferating,0
4143,epithelial cell of lower respiratory tract,male,Monocyte-derived Mph,0
4144,epithelial cell of lower respiratory tract,male,Interstitial Mph perivascular,0
4145,epithelial cell of lower respiratory tract,male,Classical monocytes,0
4146,epithelial cell of lower respiratory tract,male,Non-classical monocytes,0
4147,epithelial cell of lower respiratory tract,male,Mast cells,0
4148,respiratory basal cell,female,Basal resting,14207
4149,respiratory basal cell,female,Suprabasal,18449
4150,respiratory basal cell,female,Hillock-like,0
4151,respiratory basal cell,female,Deuterosomal,0
4152,respiratory basal cell,female,Multiciliated (nasal),0
4153,respiratory basal cell,female,Multiciliated (non-nasal),0
4154,respiratory basal cell,female,Club (non-nasal),0
4155,respiratory basal cell,female,Club (nasal),0
4156,respiratory basal cell,female,Goblet (nasal),0
4157,respiratory basal cell,female,Goblet (bronchial),0
4158,respiratory basal cell,female,Goblet (subsegmental),0
4159,respiratory basal cell,female,AT0,0
4160,respiratory basal cell,female,pre-TB secretory,0
4161,respiratory basal cell,female,Ionocyte,0
4162,respiratory basal cell,female,Tuft,0
4163,respiratory basal cell,female,Neuroendocrine,0
4164,respiratory basal cell,female,SMG serous (nasal),0
4165,respiratory basal cell,female,SMG serous (bronchial),0
4166,respiratory basal cell,female,SMG mucous,0
4167,respiratory basal cell,female,SMG duct,0
4168,respiratory basal cell,female,AT1,0
4169,respiratory basal cell,female,AT2,0
4170,respiratory basal cell,female,AT2 proliferating,0
4171,respiratory basal cell,female,EC arterial,0
4172,respiratory basal cell,female,EC aerocyte capillary,0
4173,respiratory basal cell,female,EC general capillary,0
4174,respiratory basal cell,female,EC venous systemic,0
4175,respiratory basal cell,female,EC venous pulmonary,0
4176,respiratory basal cell,female,Lymphatic EC mature,0
4177,respiratory basal cell,female,Lymphatic EC proliferating,0
4178,respiratory basal cell,female,Lymphatic EC differentiating,0
4179,respiratory basal cell,female,Peribronchial fibroblasts,0
4180,respiratory basal cell,female,Adventitial fibroblasts,0
4181,respiratory basal cell,female,Alveolar fibroblasts,0
4182,respiratory basal cell,female,Pericytes,0
4183,respiratory basal cell,female,Subpleural fibroblasts,0
4184,respiratory basal cell,female,Myofibroblasts,0
4185,respiratory basal cell,female,Smooth muscle,0
4186,respiratory basal cell,female,Smooth muscle FAM83D+,0
4187,respiratory basal cell,female,SM activated stress response,0
4188,respiratory basal cell,female,Mesothelium,0
4189,respiratory basal cell,female,Hematopoietic stem cells,0
4190,respiratory basal cell,female,B cells,0
4191,respiratory basal cell,female,Plasma cells,0
4192,respiratory basal cell,female,CD4 T cells,0
4193,respiratory basal cell,female,CD8 T cells,0
4194,respiratory basal cell,female,T cells proliferating,0
4195,respiratory basal cell,female,NK cells,0
4196,respiratory basal cell,female,DC1,0
4197,respiratory basal cell,female,DC2,0
4198,respiratory basal cell,female,Migratory DCs,0
4199,respiratory basal cell,female,Plasmacytoid DCs,0
4200,respiratory basal cell,female,Alveolar macrophages,0
4201,respiratory basal cell,female,Alveolar Mph CCL3+,0
4202,respiratory basal cell,female,Alveolar Mph MT-positive,0
4203,respiratory basal cell,female,Alveolar Mph proliferating,0
4204,respiratory basal cell,female,Monocyte-derived Mph,0
4205,respiratory basal cell,female,Interstitial Mph perivascular,0
4206,respiratory basal cell,female,Classical monocytes,0
4207,respiratory basal cell,female,Non-classical monocytes,0
4208,respiratory basal cell,female,Mast cells,0
4209,respiratory basal cell,male,Basal resting,24748
4210,respiratory basal cell,male,Suprabasal,22709
4211,respiratory basal cell,male,Hillock-like,0
4212,respiratory basal cell,male,Deuterosomal,0
4213,respiratory basal cell,male,Multiciliated (nasal),0
4214,respiratory basal cell,male,Multiciliated (non-nasal),0
4215,respiratory basal cell,male,Club (non-nasal),0
4216,respiratory basal cell,male,Club (nasal),0
4217,respiratory basal cell,male,Goblet (nasal),0
4218,respiratory basal cell,male,Goblet (bronchial),0
4219,respiratory basal cell,male,Goblet (subsegmental),0
4220,respiratory basal cell,male,AT0,0
4221,respiratory basal cell,male,pre-TB secretory,0
4222,respiratory basal cell,male,Ionocyte,0
4223,respiratory basal cell,male,Tuft,0
4224,respiratory basal cell,male,Neuroendocrine,0
4225,respiratory basal cell,male,SMG serous (nasal),0
4226,respiratory basal cell,male,SMG serous (bronchial),0
4227,respiratory basal cell,male,SMG mucous,0
4228,respiratory basal cell,male,SMG duct,0
4229,respiratory basal cell,male,AT1,0
4230,respiratory basal cell,male,AT2,0
4231,respiratory basal cell,male,AT2 proliferating,0
4232,respiratory basal cell,male,EC arterial,0
4233,respiratory basal cell,male,EC aerocyte capillary,0
4234,respiratory basal cell,male,EC general capillary,0
4235,respiratory basal cell,male,EC venous systemic,0
