cell_type,ann_level_1,ann_level_5,0
epithelial cell of lower respiratory tract,Immune,None,0
epithelial cell of lower respiratory tract,Immune,SMG serous (bronchial),0
epithelial cell of lower respiratory tract,Immune,SMG serous (nasal),0
epithelial cell of lower respiratory tract,Immune,pre-TB secretory,0
epithelial cell of lower respiratory tract,Stroma,AT0,0
epithelial cell of lower respiratory tract,Stroma,Alveolar Mph CCL3+,0
epithelial cell of lower respiratory tract,Stroma,Alveolar Mph MT-positive,0
epithelial cell of lower respiratory tract,Stroma,Alveolar Mph proliferating,0
epithelial cell of lower respiratory tract,Stroma,Club (nasal),0
epithelial cell of lower respiratory tract,Stroma,Club (non-nasal),0
epithelial cell of lower respiratory tract,Stroma,Goblet (bronchial),0
epithelial cell of lower respiratory tract,Stroma,Goblet (nasal),0
epithelial cell of lower respiratory tract,Stroma,Goblet (subsegmental),0
epithelial cell of lower respiratory tract,Stroma,Interstitial Mph perivascular,0
epithelial cell of lower respiratory tract,Stroma,Monocyte-derived Mph,0
epithelial cell of lower respiratory tract,Stroma,Multiciliated (nasal),0
epithelial cell of lower respiratory tract,Stroma,Multiciliated (non-nasal),0
epithelial cell of lower respiratory tract,Stroma,None,0
epithelial cell of lower respiratory tract,Stroma,SMG serous (bronchial),0
epithelial cell of lower respiratory tract,Stroma,SMG serous (nasal),0
epithelial cell of lower respiratory tract,Stroma,pre-TB secretory,0
respiratory basal cell,Endothelial,AT0,0
respiratory basal cell,Endothelial,Alveolar Mph CCL3+,0
respiratory basal cell,Endothelial,Alveolar Mph MT-positive,0
respiratory basal cell,Endothelial,Alveolar Mph proliferating,0
respiratory basal cell,Endothelial,Club (nasal),0
respiratory basal cell,Endothelial,Club (non-nasal),0
respiratory basal cell,Endothelial,Goblet (bronchial),0
respiratory basal cell,Endothelial,Goblet (nasal),0
respiratory basal cell,Endothelial,Goblet (subsegmental),0
respiratory basal cell,Endothelial,Interstitial Mph perivascular,0
respiratory basal cell,Endothelial,Monocyte-derived Mph,0
respiratory basal cell,Endothelial,Multiciliated (nasal),0
respiratory basal cell,Endothelial,Multiciliated (non-nasal),0
respiratory basal cell,Endothelial,None,0
respiratory basal cell,Endothelial,SMG serous (bronchial),0
respiratory basal cell,Endothelial,SMG serous (nasal),0
respiratory basal cell,Endothelial,pre-TB secretory,0
respiratory basal cell,Epithelial,AT0,0
respiratory basal cell,Epithelial,Alveolar Mph CCL3+,0
respiratory basal cell,Epithelial,Alveolar Mph MT-positive,0
respiratory basal cell,Epithelial,Alveolar Mph proliferating,0
respiratory basal cell,Epithelial,Club (nasal),0
respiratory basal cell,Epithelial,Club (non-nasal),0
respiratory basal cell,Epithelial,Goblet (bronchial),0
respiratory basal cell,Epithelial,Goblet (nasal),0
respiratory basal cell,Epithelial,Goblet (subsegmental),0
respiratory basal cell,Epithelial,Interstitial Mph perivascular,0
respiratory basal cell,Epithelial,Monocyte-derived Mph,0
respiratory basal cell,Epithelial,Multiciliated (nasal),0
respiratory basal cell,Epithelial,Multiciliated (non-nasal),0
respiratory basal cell,Epithelial,None,80113
respiratory basal cell,Epithelial,SMG serous (bronchial),0
respiratory basal cell,Epithelial,SMG serous (nasal),0
respiratory basal cell,Epithelial,pre-TB secretory,0
respiratory basal cell,Immune,AT0,0
respiratory basal cell,Immune,Alveolar Mph CCL3+,0
respiratory basal cell,Immune,Alveolar Mph MT-positive,0
respiratory basal cell,Immune,Alveolar Mph proliferating,0
respiratory basal cell,Immune,Club (nasal),0
respiratory basal cell,Immune,Club (non-nasal),0
respiratory basal cell,Immune,Goblet (bronchial),0
respiratory basal cell,Immune,Goblet (nasal),0
respiratory basal cell,Immune,Goblet (subsegmental),0
respiratory basal cell,Immune,Interstitial Mph perivascular,0
respiratory basal cell,Immune,Monocyte-derived Mph,0
respiratory basal cell,Immune,Multiciliated (nasal),0
respiratory basal cell,Immune,Multiciliated (non-nasal),0
respiratory basal cell,Immune,None,0
respiratory basal cell,Immune,SMG serous (bronchial),0
respiratory basal cell,Immune,SMG serous (nasal),0
respiratory basal cell,Immune,pre-TB secretory,0
respiratory basal cell,Stroma,AT0,0
respiratory basal cell,Stroma,Alveolar Mph CCL3+,0
respiratory basal cell,Stroma,Alveolar Mph MT-positive,0
respiratory basal cell,Stroma,Alveolar Mph proliferating,0
respiratory basal cell,Stroma,Club (nasal),0
respiratory basal cell,Stroma,Club (non-nasal),0
respiratory basal cell,Stroma,Goblet (bronchial),0
respiratory basal cell,Stroma,Goblet (nasal),0
respiratory basal cell,Stroma,Goblet (subsegmental),0
respiratory basal cell,Stroma,Interstitial Mph perivascular,0
respiratory basal cell,Stroma,Monocyte-derived Mph,0
respiratory basal cell,Stroma,Multiciliated (nasal),0
respiratory basal cell,Stroma,Multiciliated (non-nasal),0
respiratory basal cell,Stroma,None,0
respiratory basal cell,Stroma,SMG serous (bronchial),0
respiratory basal cell,Stroma,SMG serous (nasal),0
respiratory basal cell,Stroma,pre-TB secretory,0
ionocyte,Endothelial,AT0,0
ionocyte,Endothelial,Alveolar Mph CCL3+,0
ionocyte,Endothelial,Alveolar Mph MT-positive,0
ionocyte,Endothelial,Alveolar Mph proliferating,0
ionocyte,Endothelial,Club (nasal),0
ionocyte,Endothelial,Club (non-nasal),0
ionocyte,Endothelial,Goblet (bronchial),0
ionocyte,Endothelial,Goblet (nasal),0
ionocyte,Endothelial,Goblet (subsegmental),0
ionocyte,Endothelial,Interstitial Mph perivascular,0
ionocyte,Endothelial,Monocyte-derived Mph,0
ionocyte,Endothelial,Multiciliated (nasal),0
ionocyte,Endothelial,Multiciliated (non-nasal),0
ionocyte,Endothelial,None,0
ionocyte,Endothelial,SMG serous (bronchial),0
ionocyte,Endothelial,SMG serous (nasal),0
ionocyte,Endothelial,pre-TB secretory,0
ionocyte,Epithelial,AT0,0
ionocyte,Epithelial,Alveolar Mph CCL3+,0
ionocyte,Epithelial,Alveolar Mph MT-positive,0
ionocyte,Epithelial,Alveolar Mph proliferating,0
ionocyte,Epithelial,Club (nasal),0
ionocyte,Epithelial,Club (non-nasal),0
ionocyte,Epithelial,Goblet (bronchial),0
ionocyte,Epithelial,Goblet (nasal),0
ionocyte,Epithelial,Goblet (subsegmental),0
ionocyte,Epithelial,Interstitial Mph perivascular,0
ionocyte,Epithelial,Monocyte-derived Mph,0
ionocyte,Epithelial,Multiciliated (nasal),0
ionocyte,Epithelial,Multiciliated (non-nasal),0
ionocyte,Epithelial,None,561
ionocyte,Epithelial,SMG serous (bronchial),0
ionocyte,Epithelial,SMG serous (nasal),0
ionocyte,Epithelial,pre-TB secretory,0
ionocyte,Immune,AT0,0
ionocyte,Immune,Alveolar Mph CCL3+,0
ionocyte,Immune,Alveolar Mph MT-positive,0
ionocyte,Immune,Alveolar Mph proliferating,0
ionocyte,Immune,Club (nasal),0
ionocyte,Immune,Club (non-nasal),0
ionocyte,Immune,Goblet (bronchial),0
ionocyte,Immune,Goblet (nasal),0
ionocyte,Immune,Goblet (subsegmental),0
ionocyte,Immune,Interstitial Mph perivascular,0
ionocyte,Immune,Monocyte-derived Mph,0
ionocyte,Immune,Multiciliated (nasal),0
ionocyte,Immune,Multiciliated (non-nasal),0
ionocyte,Immune,None,0
ionocyte,Immune,SMG serous (bronchial),0
ionocyte,Immune,SMG serous (nasal),0
ionocyte,Immune,pre-TB secretory,0
ionocyte,Stroma,AT0,0
ionocyte,Stroma,Alveolar Mph CCL3+,0
ionocyte,Stroma,Alveolar Mph MT-positive,0
ionocyte,Stroma,Alveolar Mph proliferating,0
ionocyte,Stroma,Club (nasal),0
ionocyte,Stroma,Club (non-nasal),0
ionocyte,Stroma,Goblet (bronchial),0
ionocyte,Stroma,Goblet (nasal),0
ionocyte,Stroma,Goblet (subsegmental),0
ionocyte,Stroma,Interstitial Mph perivascular,0
ionocyte,Stroma,Monocyte-derived Mph,0
ionocyte,Stroma,Multiciliated (nasal),0
ionocyte,Stroma,Multiciliated (non-nasal),0
ionocyte,Stroma,None,0
ionocyte,Stroma,SMG serous (bronchial),0
ionocyte,Stroma,SMG serous (nasal),0
ionocyte,Stroma,pre-TB secretory,0
multi-ciliated epithelial cell,Endothelial,AT0,0
multi-ciliated epithelial cell,Endothelial,Alveolar Mph CCL3+,0
multi-ciliated epithelial cell,Endothelial,Alveolar Mph MT-positive,0
multi-ciliated epithelial cell,Endothelial,Alveolar Mph proliferating,0
multi-ciliated epithelial cell,Endothelial,Club (nasal),0
multi-ciliated epithelial cell,Endothelial,Club (non-nasal),0
multi-ciliated epithelial cell,Endothelial,Goblet (bronchial),0
multi-ciliated epithelial cell,Endothelial,Goblet (nasal),0
multi-ciliated epithelial cell,Endothelial,Goblet (subsegmental),0
multi-ciliated epithelial cell,Endothelial,Interstitial Mph perivascular,0
multi-ciliated epithelial cell,Endothelial,Monocyte-derived Mph,0
multi-ciliated epithelial cell,Endothelial,Multiciliated (nasal),0
multi-ciliated epithelial cell,Endothelial,Multiciliated (non-nasal),0
multi-ciliated epithelial cell,Endothelial,None,0
multi-ciliated epithelial cell,Endothelial,SMG serous (bronchial),0
multi-ciliated epithelial cell,Endothelial,SMG serous (nasal),0
multi-ciliated epithelial cell,Endothelial,pre-TB secretory,0
multi-ciliated epithelial cell,Epithelial,AT0,0
multi-ciliated epithelial cell,Epithelial,Alveolar Mph CCL3+,0
multi-ciliated epithelial cell,Epithelial,Alveolar Mph MT-positive,0
multi-ciliated epithelial cell,Epithelial,Alveolar Mph proliferating,0
multi-ciliated epithelial cell,Epithelial,Club (nasal),0
multi-ciliated epithelial cell,Epithelial,Club (non-nasal),0
multi-ciliated epithelial cell,Epithelial,Goblet (bronchial),0
multi-ciliated epithelial cell,Epithelial,Goblet (nasal),0
multi-ciliated epithelial cell,Epithelial,Goblet (subsegmental),0
multi-ciliated epithelial cell,Epithelial,Interstitial Mph perivascular,0
multi-ciliated epithelial cell,Epithelial,Monocyte-derived Mph,0
multi-ciliated epithelial cell,Epithelial,Multiciliated (nasal),4869
multi-ciliated epithelial cell,Epithelial,Multiciliated (non-nasal),0
multi-ciliated epithelial cell,Epithelial,None,1004
multi-ciliated epithelial cell,Epithelial,SMG serous (bronchial),0
multi-ciliated epithelial cell,Epithelial,SMG serous (nasal),0
multi-ciliated epithelial cell,Epithelial,pre-TB secretory,0
multi-ciliated epithelial cell,Immune,AT0,0
multi-ciliated epithelial cell,Immune,Alveolar Mph CCL3+,0
multi-ciliated epithelial cell,Immune,Alveolar Mph MT-positive,0
multi-ciliated epithelial cell,Immune,Alveolar Mph proliferating,0
multi-ciliated epithelial cell,Immune,Club (nasal),0
multi-ciliated epithelial cell,Immune,Club (non-nasal),0
multi-ciliated epithelial cell,Immune,Goblet (bronchial),0
multi-ciliated epithelial cell,Immune,Goblet (nasal),0
multi-ciliated epithelial cell,Immune,Goblet (subsegmental),0
multi-ciliated epithelial cell,Immune,Interstitial Mph perivascular,0
multi-ciliated epithelial cell,Immune,Monocyte-derived Mph,0
multi-ciliated epithelial cell,Immune,Multiciliated (nasal),0
multi-ciliated epithelial cell,Immune,Multiciliated (non-nasal),0
multi-ciliated epithelial cell,Immune,None,0
multi-ciliated epithelial cell,Immune,SMG serous (bronchial),0
multi-ciliated epithelial cell,Immune,SMG serous (nasal),0
multi-ciliated epithelial cell,Immune,pre-TB secretory,0
multi-ciliated epithelial cell,Stroma,AT0,0
multi-ciliated epithelial cell,Stroma,Alveolar Mph CCL3+,0
multi-ciliated epithelial cell,Stroma,Alveolar Mph MT-positive,0
multi-ciliated epithelial cell,Stroma,Alveolar Mph proliferating,0
multi-ciliated epithelial cell,Stroma,Club (nasal),0
multi-ciliated epithelial cell,Stroma,Club (non-nasal),0
multi-ciliated epithelial cell,Stroma,Goblet (bronchial),0
multi-ciliated epithelial cell,Stroma,Goblet (nasal),0
multi-ciliated epithelial cell,Stroma,Goblet (subsegmental),0
multi-ciliated epithelial cell,Stroma,Interstitial Mph perivascular,0
multi-ciliated epithelial cell,Stroma,Monocyte-derived Mph,0
multi-ciliated epithelial cell,Stroma,Multiciliated (nasal),0
multi-ciliated epithelial cell,Stroma,Multiciliated (non-nasal),0
multi-ciliated epithelial cell,Stroma,None,0
multi-ciliated epithelial cell,Stroma,SMG serous (bronchial),0
multi-ciliated epithelial cell,Stroma,SMG serous (nasal),0
multi-ciliated epithelial cell,Stroma,pre-TB secretory,0
lung pericyte,Endothelial,AT0,0
lung pericyte,Endothelial,Alveolar Mph CCL3+,0
lung pericyte,Endothelial,Alveolar Mph MT-positive,0
lung pericyte,Endothelial,Alveolar Mph proliferating,0
lung pericyte,Endothelial,Club (nasal),0
lung pericyte,Endothelial,Club (non-nasal),0
lung pericyte,Endothelial,Goblet (bronchial),0
lung pericyte,Endothelial,Goblet (nasal),0
lung pericyte,Endothelial,Goblet (subsegmental),0
lung pericyte,Endothelial,Interstitial Mph perivascular,0
lung pericyte,Endothelial,Monocyte-derived Mph,0
lung pericyte,Endothelial,Multiciliated (nasal),0
lung pericyte,Endothelial,Multiciliated (non-nasal),0
lung pericyte,Endothelial,None,0
lung pericyte,Endothelial,SMG serous (bronchial),0
lung pericyte,Endothelial,SMG serous (nasal),0
lung pericyte,Endothelial,pre-TB secretory,0
lung pericyte,Epithelial,AT0,0
lung pericyte,Epithelial,Alveolar Mph CCL3+,0
lung pericyte,Epithelial,Alveolar Mph MT-positive,0
lung pericyte,Epithelial,Alveolar Mph proliferating,0
lung pericyte,Epithelial,Club (nasal),0
lung pericyte,Epithelial,Club (non-nasal),0
lung pericyte,Epithelial,Goblet (bronchial),0
lung pericyte,Epithelial,Goblet (nasal),0
lung pericyte,Epithelial,Goblet (subsegmental),0
lung pericyte,Epithelial,Interstitial Mph perivascular,0
lung pericyte,Epithelial,Monocyte-derived Mph,0
lung pericyte,Epithelial,Multiciliated (nasal),0
lung pericyte,Epithelial,Multiciliated (non-nasal),0
lung pericyte,Epithelial,None,0
lung pericyte,Epithelial,SMG serous (bronchial),0
lung pericyte,Epithelial,SMG serous (nasal),0
lung pericyte,Epithelial,pre-TB secretory,0
lung pericyte,Immune,AT0,0
lung pericyte,Immune,Alveolar Mph CCL3+,0
lung pericyte,Immune,Alveolar Mph MT-positive,0
lung pericyte,Immune,Alveolar Mph proliferating,0
lung pericyte,Immune,Club (nasal),0
lung pericyte,Immune,Club (non-nasal),0
lung pericyte,Immune,Goblet (bronchial),0
lung pericyte,Immune,Goblet (nasal),0
lung pericyte,Immune,Goblet (subsegmental),0
lung pericyte,Immune,Interstitial Mph perivascular,0
lung pericyte,Immune,Monocyte-derived Mph,0
lung pericyte,Immune,Multiciliated (nasal),0
lung pericyte,Immune,Multiciliated (non-nasal),0
lung pericyte,Immune,None,0
lung pericyte,Immune,SMG serous (bronchial),0
lung pericyte,Immune,SMG serous (nasal),0
lung pericyte,Immune,pre-TB secretory,0
lung pericyte,Stroma,AT0,0
lung pericyte,Stroma,Alveolar Mph CCL3+,0
lung pericyte,Stroma,Alveolar Mph MT-positive,0
lung pericyte,Stroma,Alveolar Mph proliferating,0
lung pericyte,Stroma,Club (nasal),0
lung pericyte,Stroma,Club (non-nasal),0
lung pericyte,Stroma,Goblet (bronchial),0
lung pericyte,Stroma,Goblet (nasal),0
lung pericyte,Stroma,Goblet (subsegmental),0
lung pericyte,Stroma,Interstitial Mph perivascular,0
lung pericyte,Stroma,Monocyte-derived Mph,0
lung pericyte,Stroma,Multiciliated (nasal),0
lung pericyte,Stroma,Multiciliated (non-nasal),0
lung pericyte,Stroma,None,3032
lung pericyte,Stroma,SMG serous (bronchial),0
lung pericyte,Stroma,SMG serous (nasal),0
lung pericyte,Stroma,pre-TB secretory,0
epithelial cell of alveolus of lung,Endothelial,AT0,0
epithelial cell of alveolus of lung,Endothelial,Alveolar Mph CCL3+,0
epithelial cell of alveolus of lung,Endothelial,Alveolar Mph MT-positive,0
epithelial cell of alveolus of lung,Endothelial,Alveolar Mph proliferating,0
epithelial cell of alveolus of lung,Endothelial,Club (nasal),0
epithelial cell of alveolus of lung,Endothelial,Club (non-nasal),0
epithelial cell of alveolus of lung,Endothelial,Goblet (bronchial),0
epithelial cell of alveolus of lung,Endothelial,Goblet (nasal),0
epithelial cell of alveolus of lung,Endothelial,Goblet (subsegmental),0
epithelial cell of alveolus of lung,Endothelial,Interstitial Mph perivascular,0
epithelial cell of alveolus of lung,Endothelial,Monocyte-derived Mph,0
epithelial cell of alveolus of lung,Endothelial,Multiciliated (nasal),0
epithelial cell of alveolus of lung,Endothelial,Multiciliated (non-nasal),0
epithelial cell of alveolus of lung,Endothelial,None,0
epithelial cell of alveolus of lung,Endothelial,SMG serous (bronchial),0
epithelial cell of alveolus of lung,Endothelial,SMG serous (nasal),0
epithelial cell of alveolus of lung,Endothelial,pre-TB secretory,0
epithelial cell of alveolus of lung,Epithelial,AT0,1440
epithelial cell of alveolus of lung,Epithelial,Alveolar Mph CCL3+,0
epithelial cell of alveolus of lung,Epithelial,Alveolar Mph MT-positive,0
epithelial cell of alveolus of lung,Epithelial,Alveolar Mph proliferating,0
epithelial cell of alveolus of lung,Epithelial,Club (nasal),0
epithelial cell of alveolus of lung,Epithelial,Club (non-nasal),0
epithelial cell of alveolus of lung,Epithelial,Goblet (bronchial),0
epithelial cell of alveolus of lung,Epithelial,Goblet (nasal),0
epithelial cell of alveolus of lung,Epithelial,Goblet (subsegmental),0
epithelial cell of alveolus of lung,Epithelial,Interstitial Mph perivascular,0
epithelial cell of alveolus of lung,Epithelial,Monocyte-derived Mph,0
